Month,Special Category Visa (subclass 444)(f),Permanent Family Visas,Permanent Skilled Visas,Permanent Other Visas,Permanent Visas - Total,Temporary Student Visas - Higher Educ.,Temporary Student Visas - Vocational Educ. & Training,Temporary Student Visas - Schools,Temporary Student Visas - Independent ELICOS(g),Temporary Student Visas - Postgraduate Research,Temporary Student Visas - Other Students,Temporary Student Visas - Total,Temporary Visitor Visas,Temporary Skilled Visas,Temporary Work Visas,Temporary Other Visas,Temporary Other Visas - Total,Other Visas(h),Total(i),State
Feb-2021,840,410,630,330,1380,20,0,0,0,20,0,40,180,170,20,180,370,0,4960,VIC
Mar-2021,970,630,690,400,1720,20,0,0,0,20,0,40,280,210,30,330,580,10,6000,VIC
Apr-2021,3940,710,820,490,2020,20,0,0,0,20,0,40,470,210,30,370,620,10,10740,VIC
May-2021,8880,840,980,700,2530,30,10,0,0,20,0,60,520,280,30,510,820,20,20850,VIC
Jun-2021,3230,600,780,490,1870,30,10,0,0,40,0,80,350,160,20,250,430,10,9390,VIC
Jul-2021,6050,470,830,530,1840,80,10,0,0,40,0,130,370,220,30,350,600,10,16490,VIC
Aug-2021,950,570,770,470,1800,50,0,0,0,40,0,90,290,210,10,710,920,90,6580,VIC
Sep-2021,80,520,570,370,1460,10,0,0,0,30,0,40,180,270,20,420,710,90,4290,VIC
Oct-2021,100,410,420,240,1070,10,0,0,0,30,0,40,170,250,10,360,620,0,3400,VIC
Nov-2021,1410,1710,1670,1530,4920,80,10,0,0,130,0,230,4070,610,50,790,1440,40,22010,VIC
Dec-2021,2660,2520,3490,3300,9310,9190,1570,170,100,650,10,11680,14570,960,270,2780,4010,90,68340,VIC
Jan-2022,2940,3780,6240,5110,15130,7490,1260,580,130,620,50,10120,10700,2040,850,2930,5830,70,89260,VIC
Feb-2022,2880,3040,5260,4280,12580,16260,1180,230,310,750,350,19070,14800,1320,1390,2750,5450,80,91640,VIC
Mar-2022,7880,3350,4820,4490,12650,5360,1600,70,770,580,70,8440,30060,1590,1990,4710,8290,80,110850,VIC
Apr-2022,17980,4220,6440,7060,17730,2800,1780,240,630,420,70,5930,39880,2180,1970,6600,10750,100,164670,VIC
May-2022,18010,5290,7480,8770,21540,3300,2130,50,660,480,200,6830,39790,2840,1220,6810,10870,90,185190,VIC
Jun-2022,20230,4960,6610,8320,19890,5310,1880,140,700,520,360,8900,45910,2460,1500,7200,11160,110,208060,VIC
Jul-2022,25910,5550,9460,12150,27160,18060,1820,660,660,650,2060,23910,41520,3170,1360,6970,11490,200,306390,VIC
Aug-2022,24800,6430,7270,10530,24220,5830,2220,170,1600,550,300,10660,54870,3140,2600,7240,12980,170,280110,VIC
Sep-2022,26320,5990,7120,11630,24740,3760,2390,220,2060,560,160,9160,55270,3310,4330,8110,15750,270,300910,VIC
Oct-2022,30490,4810,7110,12440,24360,3720,2050,230,1780,550,320,8650,68710,3590,4740,9110,17440,220,323330,VIC
Nov-2022,31930,5260,6760,11050,23060,4740,2030,130,1840,580,190,9500,89220,3400,5770,10120,19290,210,329160,VIC
Dec-2022,30560,5050,7240,10560,22850,6460,1900,180,1070,570,340,10520,120140,2790,4070,9100,15970,290,338330,VIC
Jan-2023,34710,7970,15880,22000,45850,8930,3630,1440,1140,950,710,16800,65100,5840,4680,14640,25170,310,428470,VIC
Feb-2023,28450,6520,11360,15250,33140,38720,3550,740,1720,1160,2080,47970,86760,3780,5760,14530,24070,500,377470,VIC
Mar-2023,34350,6760,9980,13000,29740,9440,3750,100,2060,820,240,16420,103410,3570,5870,14710,24170,240,362090,VIC
Apr-2023,34820,6660,12090,17440,36200,5690,3400,630,1710,690,520,12640,87530,3920,4380,11170,19470,190,375150,VIC
May-2023,28940,6440,9750,15570,31760,4720,3170,110,1760,810,330,10890,90170,3460,4260,10580,18300,180,355450,VIC
Jun-2023,27700,6400,9690,15470,31560,9470,2890,270,1450,760,490,15320,86520,3650,4200,10640,18490,190,365980,VIC
Jul-2023,34150,5650,12370,17420,35440,37340,2840,1620,1110,1080,2190,46180,78710,4160,2900,11550,18600,370,481900,VIC
Aug-2023,30210,6540,9430,15650,31610,6540,2690,220,1580,730,210,11970,100250,4300,4850,11300,20440,170,417970,VIC
Sep-2023,34790,6630,10150,17700,34470,4840,2840,380,1370,700,360,10490,87460,3940,7410,11840,23180,210,447030,VIC
Oct-2023,38690,6640,11370,19390,37410,6580,2850,440,920,660,490,11940,98920,4010,8050,13200,25260,240,460940,VIC
Nov-2023,39200,6590,10130,16460,33180,6170,2160,80,1100,670,440,10620,115150,3540,7800,13070,24410,150,425860,VIC
Dec-2023,40740,5800,10210,15100,31110,8750,2170,240,610,830,590,13200,172500,3590,5470,12010,21080,390,458390,VIC
Jan-2024,46420,10040,22500,29370,61910,14120,4290,2790,1010,1590,940,24750,103890,7870,7800,22380,38050,260,590350,VIC
Feb-2024,41050,7450,15540,17880,40870,50360,3570,640,810,1380,2270,59040,151250,3970,7220,17870,29060,270,501230,VIC
Mar-2024,40790,7000,12180,15080,34250,11220,2780,110,910,710,180,15900,135090,3760,6950,17610,28320,250,428790,VIC
Apr-2024,37500,6900,14050,21300,42250,7890,2770,1000,730,900,820,14120,96890,4910,5380,13670,23960,340,438380,VIC
May-2024,31380,5840,10170,16230,32230,4230,2190,40,650,690,340,8150,97320,3660,5130,11590,20390,260,382090,VIC
Jun-2024,32450,6210,10100,16030,32350,8940,1760,140,550,920,620,12920,109210,4380,4870,10770,20020,240,414470,VIC
Jul-2024,34150,6140,13590,19630,39360,39350,2650,2110,510,1230,2480,48340,95770,4850,4230,10560,19630,310,524280,VIC
Jan-2014,50120,5280,10060,7290,22630,4240,1200,1860,980,820,870,9960,65990,9350,4330,3940,17620,160,318950,QLD
Feb-2014,36210,3010,5440,4170,12620,13350,920,540,700,650,2290,18460,76220,3750,4890,3510,12150,180,237550,QLD
Mar-2014,42300,2840,3940,3980,10760,4360,770,110,880,370,250,6730,77500,3650,4980,2820,11460,230,241400,QLD
Apr-2014,50240,3250,4980,4500,12730,1430,680,570,450,310,600,4040,61990,4720,3950,3010,11680,210,254530,QLD
May-2014,46340,2760,4160,4580,11500,1850,550,30,610,350,230,3630,57430,3440,4190,2840,10470,300,225570,QLD
Jun-2014,48230,2770,3780,4670,11220,2320,780,70,590,390,520,4670,62460,3460,4400,2370,10230,270,234330,QLD
Jul-2014,61740,3170,5040,5750,13960,9090,850,2170,580,510,2310,15530,84000,5000,3860,2840,11690,450,323230,QLD
Aug-2014,55620,2980,4210,4660,11840,2870,800,120,960,500,500,5750,87160,4270,5150,2970,12390,450,281410,QLD
Sep-2014,56940,2850,3830,4700,11380,1960,640,160,880,530,320,4490,67530,4030,6170,4170,14370,710,271930,QLD
Oct-2014,60880,3370,4440,6270,14080,2790,890,780,680,370,820,6340,76360,4040,5330,4830,14210,1430,307900,QLD
Nov-2014,42610,3020,3740,4190,10960,1350,590,50,640,350,360,3330,81340,3180,4790,3840,11810,440,250260,QLD
Dec-2014,48000,2560,3840,4610,11010,1870,660,110,480,330,700,4150,107590,2670,3220,2590,8480,170,279240,QLD
Jan-2015,48740,5310,9390,8010,22710,4490,1480,2300,910,910,1080,11170,62410,6980,4060,4360,15410,220,321680,QLD
Feb-2015,34210,2910,4510,4080,11510,11610,800,380,670,460,2420,16340,94850,3000,3590,3180,9780,190,257380,QLD
Mar-2015,45050,3070,4800,4620,12500,5410,1110,40,930,440,320,8260,82030,3420,5460,3510,12390,320,262130,QLD
Apr-2015,51620,3070,5660,5710,14440,1500,820,830,790,440,640,5030,63110,3820,4290,3370,11490,440,255420,QLD
May-2015,47300,3090,4150,4530,11780,1620,980,50,540,350,320,3860,61280,3330,4380,3410,11120,330,239720,QLD
Jun-2015,49930,3200,4270,4620,12090,1660,980,100,580,380,550,4260,66130,3400,4330,2880,10620,730,245160,QLD
Jul-2015,66360,3110,4830,6140,14080,9840,1220,2710,690,750,2720,17940,90710,4350,4330,3800,12470,1180,331510,QLD
Aug-2015,54700,3010,4270,4910,12190,2430,840,170,840,470,380,5130,87800,3250,4760,2850,10870,320,277390,QLD
Sep-2015,58920,2890,4060,5240,12190,1860,1020,160,1010,390,690,5130,79100,3240,6800,3840,13880,510,293870,QLD
Oct-2015,61640,3270,4260,6340,13870,2550,1070,840,820,370,730,6390,82990,3570,5980,4240,13790,1100,324440,QLD
Nov-2015,45520,2900,4090,4790,11790,1860,900,60,580,430,670,4490,93130,2900,4280,3800,10990,720,272080,QLD
Dec-2015,51160,2780,3630,5150,11560,2040,720,150,550,360,720,4530,118270,2270,3070,2940,8280,190,309530,QLD
Jan-2016,51690,4860,9160,8490,22510,4510,1820,2810,850,960,910,11860,77240,5390,4110,4270,13770,230,347800,QLD
Feb-2016,34990,3220,4940,4710,12860,14770,1210,350,720,730,2240,20010,101790,2690,4550,3400,10630,160,282530,QLD
Mar-2016,45090,3320,4380,4650,12340,4010,1010,50,820,430,210,6530,103220,2740,4510,3580,10830,310,282800,QLD
Apr-2016,53950,3630,4780,5480,13890,1450,1030,900,820,480,860,5540,75600,2840,4220,3410,10460,220,279120,QLD
May-2016,49730,3050,3920,5270,12240,1930,890,30,640,300,370,4150,71740,2750,4330,3490,10570,300,257200,QLD
Jun-2016,51410,3180,4100,5660,12940,2160,1160,100,790,340,370,4930,78150,2620,4340,3100,10050,480,263480,QLD
Jul-2016,67640,3020,5050,6620,14690,10630,1200,2760,590,610,1980,17760,102250,3080,3920,3800,10800,500,358310,QLD
Aug-2016,56950,3240,4190,4870,12300,2300,1000,160,1000,390,320,5170,100360,2840,4540,3230,10620,220,300580,QLD
Sep-2016,65350,2950,4340,6050,13330,2070,1440,420,1220,460,540,6140,90490,3210,6070,3690,12970,1310,322470,QLD
Oct-2016,64760,3570,4560,6950,15080,3240,1350,910,930,420,780,7640,98600,3900,5440,3790,13120,1880,347970,QLD
Nov-2016,47030,3080,3530,5400,12010,1760,1010,60,850,340,320,4330,97080,2390,4820,3070,10280,220,279540,QLD
Dec-2016,54280,2740,4210,5310,12260,2050,950,180,520,370,760,4830,125800,1760,2950,3020,7740,220,326710,QLD
Jan-2017,53800,4600,9690,8930,23220,4590,2120,3050,1220,730,820,12540,86460,4620,3640,4060,12320,290,355850,QLD
Feb-2017,39110,3480,5170,5160,13820,16330,1710,470,820,700,2220,22250,90250,2590,4610,4050,11260,230,282610,QLD
Mar-2017,45320,3140,4320,5060,12530,3620,1280,30,1190,370,370,6870,103680,2150,4930,3410,10500,490,288270,QLD
Apr-2017,56050,3470,5720,7050,16230,2100,1400,1040,1150,430,910,7030,85300,2930,3930,3700,10560,760,305350,QLD
May-2017,50930,3360,4120,5490,12970,1810,1170,70,650,380,250,4320,75540,2410,4180,3590,10190,180,268690,QLD
Jun-2017,51620,3420,4360,5790,13570,2760,1370,160,870,380,670,6210,81980,2870,4500,3790,11160,420,283020,QLD
Jul-2017,71980,3330,5630,7050,16010,12600,1540,3070,920,580,1620,20330,104950,2820,3820,3690,10330,3930,379550,QLD
Aug-2017,59670,3010,4260,6300,13570,2480,1250,220,1130,400,360,5840,107590,2370,4960,3330,10660,860,322590,QLD
Sep-2017,61230,3230,5100,6880,15210,2120,1280,320,1130,380,570,5790,90290,2380,6490,4470,13340,1340,343590,QLD
Oct-2017,69890,3230,5300,7380,15920,3350,1370,800,1030,420,470,7440,97530,2270,5590,4190,12050,420,356700,QLD
Nov-2017,47310,3190,4230,6180,13600,2780,1210,60,940,230,660,5890,103580,2040,4810,3940,10790,430,302910,QLD
Dec-2017,54490,3210,4890,5820,13920,2790,1040,240,640,440,520,5670,134380,1940,3090,3390,8420,320,346930,QLD
Jan-2018,56670,5120,9730,10090,24940,6510,2450,3600,1090,830,1130,15620,85880,4450,4590,6000,15040,260,389630,QLD
Feb-2018,37730,3230,4460,5930,13610,17070,1620,500,890,560,1960,22590,117530,1920,4170,4290,10390,320,311370,QLD
Mar-2018,48000,3570,4140,5950,13660,3760,1550,40,1160,470,220,7200,116540,2190,4900,9290,16380,320,324060,QLD
Apr-2018,53980,3680,5770,7910,17360,3970,1650,1260,1010,490,1580,9960,82530,2640,4550,7550,14750,420,318810,QLD
May-2018,51410,3020,4490,5920,13440,1970,1560,70,780,330,260,4980,82150,2320,4920,4200,11440,300,287950,QLD
Jun-2018,54560,2960,4380,6880,14220,3670,1510,90,850,420,500,7040,95270,1990,4890,4210,11090,270,309990,QLD
Jul-2018,71190,3370,5860,7780,17000,14900,1810,3120,790,680,1850,23150,118140,2330,3790,4220,10340,470,408700,QLD
Aug-2018,66810,3180,4490,7080,14750,2750,1360,170,1160,390,530,6360,121020,2230,5160,4100,11490,150,359060,QLD
Sep-2018,65810,3450,4870,6920,15230,2510,1560,160,1220,540,510,6510,96950,2520,5820,4800,13130,880,349420,QLD
Oct-2018,68050,3430,5520,8820,17780,3620,1740,1290,1050,540,450,8680,97360,2350,5560,4300,12210,1430,381890,QLD
Nov-2018,46970,2990,4090,6350,13440,2850,1380,90,870,380,370,5930,103180,2090,4720,4160,10960,600,305560,QLD
Dec-2018,53680,3150,4540,6760,14450,3000,1270,140,480,380,490,5760,142300,1930,3020,3960,8900,390,366920,QLD
Jan-2019,57860,5840,9850,12830,28520,5770,3050,3320,1090,900,900,15030,88800,4380,4140,6550,15070,420,411220,QLD
Feb-2019,39480,3480,5000,6450,14930,20460,1890,530,1080,750,1820,26530,110200,2150,4580,4620,11350,310,313720,QLD
Mar-2019,48140,3040,4760,7110,14910,4520,1640,60,1450,440,270,8390,114510,2010,4920,4840,11770,650,322850,QLD
Apr-2019,55380,3270,5080,7860,16210,2420,1770,1220,1030,440,680,7550,88680,2380,4060,4810,11260,410,323180,QLD
May-2019,57430,3660,4840,7360,15850,2490,1720,80,870,380,440,5980,83150,2030,4880,4430,11340,330,312130,QLD
Jun-2019,56570,3380,5200,7410,16000,4030,1600,90,910,560,690,7880,91540,1970,4290,4400,10650,1610,318590,QLD
Jul-2019,70870,3760,6060,8940,18760,15970,2020,3120,870,600,1640,24230,116270,2450,3700,4320,10460,2520,410700,QLD
Aug-2019,65130,3280,4390,7380,15040,2620,1510,200,1180,450,600,6560,122840,2360,4500,3980,10830,440,357020,QLD
Sep-2019,64830,3080,5310,7830,16220,2460,1730,190,1600,460,270,6710,90440,2080,5750,4390,12210,760,345060,QLD
Oct-2019,67050,3490,5160,8910,17560,3960,1830,1180,960,470,420,8820,98630,2200,4990,5550,12750,690,382780,QLD
Nov-2019,52940,3230,4360,6900,14490,2920,1580,70,970,360,300,6190,109390,1930,4460,4940,11330,330,324850,QLD
Dec-2019,54310,2870,4800,7230,14900,3420,1160,270,590,520,460,6420,147890,1710,3150,4700,9570,410,377490,QLD
Jan-2020,58030,5600,10930,13480,30010,6750,3170,3110,1160,1020,810,16020,93330,4360,3460,6880,14700,340,428180,QLD
Feb-2020,39780,3370,5180,6340,14890,11400,2130,310,1250,640,1860,17600,82370,1700,4510,5260,11470,240,286860,QLD
Mar-2020,28230,2200,2700,4630,9520,5570,1050,90,670,280,200,7860,33040,1060,2770,2930,6770,250,187900,QLD
Apr-2020,390,150,180,170,500,0,0,0,0,0,0,0,370,20,20,80,110,10,4200,QLD
May-2020,620,170,160,140,470,0,0,0,0,0,0,0,140,40,10,150,200,0,3560,QLD
Jun-2020,870,230,280,270,780,10,0,0,0,0,0,20,310,30,10,430,470,10,5570,QLD
Jul-2020,530,110,140,180,420,10,0,0,0,0,0,10,200,40,10,330,380,10,3360,QLD
Aug-2020,300,90,90,110,290,10,0,0,0,0,0,10,110,60,0,280,340,0,2320,QLD
Sep-2020,280,100,100,140,340,20,0,0,0,0,0,20,180,90,10,310,410,0,2520,QLD
Oct-2020,340,160,160,160,480,20,0,0,0,0,0,20,290,160,20,380,550,10,3440,QLD
Nov-2020,430,150,120,190,450,20,0,0,0,10,0,30,300,140,10,490,650,10,3850,QLD
Dec-2020,780,240,240,210,690,20,0,0,0,10,0,30,290,190,10,160,350,10,4460,QLD
Jan-2021,1060,190,300,230,720,30,10,0,0,0,0,40,340,170,20,460,650,10,5010,QLD
Feb-2021,930,230,200,180,600,20,0,0,0,0,0,30,280,130,10,570,710,20,4440,QLD
Mar-2021,810,250,210,240,690,10,0,0,0,20,0,40,340,150,10,350,520,30,4610,QLD
Apr-2021,5030,220,210,180,620,30,0,0,0,30,10,80,360,100,20,540,650,10,9530,QLD
May-2021,13750,400,500,430,1330,20,10,10,0,30,0,60,750,220,60,870,1140,20,24420,QLD
Jun-2021,14620,330,440,400,1160,30,10,10,0,30,0,80,900,160,90,1000,1260,490,26050,QLD
Jul-2021,8070,270,380,320,970,40,20,0,0,10,0,80,650,150,80,210,430,10,16720,QLD
Aug-2021,1400,290,370,230,890,20,10,0,0,10,0,40,470,190,20,860,1070,250,6870,QLD
Sep-2021,160,230,260,190,680,10,0,0,0,10,0,20,540,220,0,690,910,80,4270,QLD
Oct-2021,370,260,190,140,590,10,0,0,0,10,0,30,560,210,10,850,1050,20,4270,QLD
Nov-2021,390,390,330,270,990,30,0,0,0,30,10,70,650,290,10,580,880,10,5380,QLD
Dec-2021,1570,600,500,530,1630,710,220,20,10,160,0,1120,1550,330,50,860,1230,30,11690,QLD
Jan-2022,2130,1050,1170,1070,3290,1810,380,100,40,180,20,2540,2420,540,200,770,1510,40,22420,QLD
Feb-2022,2860,1180,1460,1190,3830,4730,620,160,210,270,90,6080,7830,660,690,1190,2540,90,36890,QLD
Mar-2022,8530,1380,1560,1650,4590,2250,900,90,570,310,60,4180,17520,750,1310,2540,4610,150,61620,QLD
Apr-2022,20010,2020,2800,3040,7850,1030,960,320,730,270,40,3340,22620,970,1910,3030,5910,130,101610,QLD
May-2022,25320,2390,2820,3290,8500,1260,1020,30,690,270,80,3350,23320,1200,1260,3350,5810,190,115880,QLD
Jun-2022,28530,2330,2830,3760,8920,1870,1190,100,820,280,230,4490,31670,1110,1810,3950,6870,150,139770,QLD
Jul-2022,41470,2740,3990,5110,11840,6840,1100,960,640,350,1380,11260,33600,1570,1650,3910,7130,460,200790,QLD
Aug-2022,40930,3120,3370,4940,11430,2560,1360,100,1590,280,360,6250,39480,1470,2760,4800,9020,350,195850,QLD
Sep-2022,42580,2740,3230,4900,10870,1620,1600,200,1950,360,320,6050,40300,1630,3790,5770,11180,200,207290,QLD
Oct-2022,47850,2660,3360,5580,11600,1310,1430,190,1670,330,330,5260,46110,1520,3480,5170,10170,180,223230,QLD
Nov-2022,41910,2880,3280,4960,11120,1950,1530,60,1840,230,310,5910,53730,1450,4050,6050,11560,260,216610,QLD
Dec-2022,41450,2750,3290,5030,11080,2660,1330,160,1030,300,260,5750,71700,1440,2700,5020,9160,220,241260,QLD
Jan-2023,43390,4400,7000,9700,21100,4140,2390,1640,1230,490,640,10540,35800,3020,2650,7950,13620,160,288710,QLD
Feb-2023,33060,3000,4090,5320,12410,13510,1890,260,1670,480,1490,19300,54070,1700,4280,7230,13210,220,228730,QLD
Mar-2023,40910,3290,4100,5560,12950,3780,2010,50,2060,510,210,8610,64390,1890,5080,7700,14670,430,242480,QLD
Apr-2023,49690,3120,4920,7100,15140,1990,1910,520,1600,430,510,6950,48520,1810,4200,6700,12710,190,251260,QLD
May-2023,49730,3290,4160,6280,13720,2230,1640,100,1650,360,210,6190,48890,1840,4450,6690,12980,330,245790,QLD
Jun-2023,53200,3340,4180,6930,14450,3530,1960,140,1500,480,400,8000,59820,1760,4830,6450,13040,830,271770,QLD
Jul-2023,56310,3050,4800,7980,15830,13880,1880,1650,1130,560,1690,20790,75170,2060,3040,6710,11810,3470,332640,QLD
Aug-2023,55370,3400,3750,7130,14280,2770,1760,90,1510,360,250,6740,79360,2100,4910,6690,13710,390,298760,QLD
Sep-2023,63190,3410,4020,8150,15580,2290,1430,290,1760,390,380,6540,63280,2140,6030,9580,17750,690,319410,QLD
Oct-2023,59410,3390,4370,7920,15680,2150,1520,350,1070,400,390,5880,67120,2190,5480,7270,14940,160,316350,QLD
Nov-2023,52700,3250,4350,6960,14560,2450,1280,90,1090,360,270,5530,73010,2080,5230,8210,15520,510,289200,QLD
Dec-2023,53770,3300,5020,7310,15630,3190,1300,300,690,500,280,6270,97880,1990,3870,7040,12880,270,329520,QLD
Jan-2024,55270,4860,9360,12320,26530,5170,2620,2650,1030,770,750,13000,53460,4080,4580,11490,20150,250,363550,QLD
Feb-2024,39800,3680,5810,6800,16300,17970,1700,160,1140,710,1340,23020,87100,2150,5620,9090,16860,180,304780,QLD
Mar-2024,53970,3780,5180,6960,15930,3060,1430,100,1080,470,230,6360,100230,2290,6180,9100,17580,290,332220,QLD
Apr-2024,59670,3570,5890,9570,19030,2630,1610,790,780,500,520,6840,61840,2710,5360,8380,16450,260,322600,QLD
May-2024,57600,3310,4520,7070,14900,2080,1220,60,730,410,180,4680,59290,2470,5310,7680,15460,670,287780,QLD
Jun-2024,55740,3120,4870,8650,16640,2630,1320,260,750,470,470,5910,71510,2600,5480,6330,14410,670,314600,QLD
Jul-2024,70590,3420,5620,8930,17970,13680,1640,1950,490,630,1780,20170,90660,2990,4490,6980,14470,560,392150,QLD
Jan-2014,3080,1070,4310,1900,7270,1460,340,720,90,240,490,3340,12210,1660,960,1010,3640,70,69030,SA
Feb-2014,2890,1020,3230,1660,5910,5290,380,380,60,320,590,7020,13680,720,790,900,2410,60,55660,SA
Mar-2014,2760,1010,2160,1220,4390,2540,250,20,100,140,180,3220,13430,500,650,780,1940,90,50710,SA
Apr-2014,3560,830,2370,1450,4650,850,170,150,40,100,160,1480,10900,700,520,430,1660,60,52100,SA
May-2014,3310,720,2090,1510,4330,370,170,20,30,150,80,810,8920,810,520,450,1770,70,49940,SA
Jun-2014,2030,930,1940,1560,4430,820,140,10,30,130,150,1280,8540,790,370,470,1620,70,48930,SA
Jul-2014,2170,680,2230,2000,4910,2750,150,560,40,100,670,4290,10980,820,540,520,1880,70,65950,SA
Aug-2014,2570,960,2050,1490,4510,1630,130,70,140,180,270,2420,8800,790,640,520,1940,10,57640,SA
Sep-2014,2750,890,2100,1600,4590,660,120,30,30,170,130,1150,10010,770,770,400,1930,10,55690,SA
Oct-2014,3150,800,2350,1940,5080,1170,130,210,50,100,100,1750,11260,750,650,710,2110,60,69440,SA
Nov-2014,2670,880,1850,1940,4660,680,110,10,40,90,80,1000,13250,500,640,460,1620,70,51870,SA
Dec-2014,3290,720,1880,1540,4140,670,150,20,50,90,190,1180,18940,580,600,490,1660,60,55680,SA
Jan-2015,3090,1330,3850,2320,7490,2050,290,1120,160,300,450,4380,10510,1490,900,910,3290,20,68740,SA
Feb-2015,2920,770,2630,1360,4760,4920,350,260,100,190,600,6420,16350,590,650,1050,2290,70,55740,SA
Mar-2015,2790,1020,2560,1280,4870,2930,280,60,60,180,180,3690,13240,770,610,1180,2550,40,51500,SA
Apr-2015,3860,920,2470,1510,4900,900,160,230,140,100,250,1780,10110,750,480,610,1840,30,52340,SA
May-2015,2770,710,2420,1540,4670,370,190,40,20,70,90,790,7650,480,440,680,1600,10,48490,SA
Jun-2015,1760,930,1710,1470,4110,790,150,10,40,90,130,1220,6250,680,450,430,1560,30,43640,SA
Jul-2015,2280,750,2070,1740,4560,3060,240,890,60,160,540,4950,9530,750,390,500,1630,50,66090,SA
Aug-2015,2400,1080,2290,2010,5370,1130,170,40,110,140,400,1980,9170,520,510,310,1340,40,57920,SA
Sep-2015,2640,990,1660,2100,4750,690,90,20,30,100,140,1070,9030,590,570,650,1800,30,54440,SA
Oct-2015,3310,930,2110,1910,4960,1180,140,210,50,150,170,1910,10300,520,600,510,1620,120,66510,SA
Nov-2015,2610,740,1720,1690,4150,640,210,10,20,120,110,1100,11920,730,660,820,2210,60,50720,SA
Dec-2015,2700,810,1820,1240,3870,710,80,20,50,70,130,1060,19140,440,280,350,1070,120,56170,SA
Jan-2016,3010,1070,3830,2280,7180,1860,450,1030,70,260,370,4050,9230,1160,610,940,2700,10,67750,SA
Feb-2016,2090,1130,2490,1670,5290,6400,440,490,110,220,690,8350,13470,560,540,890,1970,70,56920,SA
Mar-2016,3540,980,2150,1510,4630,2120,210,40,80,120,60,2630,14070,450,490,740,1680,90,53450,SA
Apr-2016,3450,910,2180,1450,4540,910,150,150,60,80,240,1590,9470,530,430,590,1550,50,50910,SA
May-2016,2420,900,1990,1800,4690,480,160,230,60,70,40,1030,7950,500,300,350,1160,50,50070,SA
Jun-2016,2050,700,2150,1730,4580,930,150,10,50,80,140,1360,7960,570,260,530,1360,60,50150,SA
Jul-2016,3380,850,2490,1930,5270,3880,190,950,70,130,670,5880,10450,670,350,680,1710,40,73100,SA
Aug-2016,2150,910,2180,1750,4840,910,190,70,60,90,190,1510,9770,580,470,650,1700,20,58560,SA
Sep-2016,2760,950,1940,2480,5370,1010,170,40,30,120,170,1520,10930,420,610,910,1950,50,62520,SA
Oct-2016,3430,990,2070,2470,5520,1290,170,300,90,90,150,2080,11320,600,520,680,1800,40,69840,SA
Nov-2016,2770,810,1960,1950,4720,650,160,10,50,150,70,1090,12700,460,620,640,1710,40,52930,SA
Dec-2016,3410,840,2000,1550,4390,770,160,20,30,120,210,1310,20610,360,450,590,1390,30,62580,SA
Jan-2017,2560,1140,3860,2440,7440,1900,360,1120,40,190,240,3860,13230,990,680,1310,2980,60,73930,SA
Feb-2017,2480,1240,2810,1750,5800,7870,310,520,80,250,440,9460,14250,520,590,1230,2340,40,61320,SA
Mar-2017,3380,960,1990,1630,4570,1560,140,10,20,90,120,1940,15050,380,540,1270,2190,60,54060,SA
Apr-2017,3040,750,2060,1860,4670,1070,120,280,30,60,160,1720,11350,500,380,630,1510,70,53980,SA
May-2017,2740,970,2160,1880,5010,430,170,160,30,110,50,950,8110,470,330,930,1730,30,56400,SA
Jun-2017,1670,910,1620,1610,4150,990,170,10,50,110,120,1460,9130,640,480,730,1840,30,50540,SA
Jul-2017,3000,940,1850,2270,5060,4220,340,1140,60,170,600,6530,11830,720,270,730,1730,140,76860,SA
Aug-2017,2340,810,1880,2100,4800,1550,150,70,150,110,190,2220,12130,580,380,810,1760,40,63260,SA
Sep-2017,3330,1010,1680,2250,4940,810,140,10,100,90,90,1250,14550,480,540,900,1920,60,68030,SA
Oct-2017,3560,930,2210,2210,5350,1450,180,400,50,110,80,2270,13210,580,680,1120,2370,60,72410,SA
Nov-2017,2790,790,1940,1690,4420,780,110,10,40,60,90,1080,17150,460,610,1100,2180,80,59490,SA
Dec-2017,2890,770,1790,1440,4000,890,130,20,30,70,80,1220,23920,470,360,760,1590,20,60480,SA
Jan-2018,3540,1310,4350,2920,8590,2390,390,1810,40,230,260,5120,13150,750,630,1700,3090,60,82590,SA
Feb-2018,3050,1120,2530,1700,5360,8050,290,410,80,170,430,9430,18180,440,490,1380,2310,0,65300,SA
Mar-2018,3410,1130,2360,1720,5200,1970,190,20,60,130,50,2410,17290,430,510,1500,2450,120,59730,SA
Apr-2018,3390,1040,2590,1990,5620,1260,180,370,50,90,140,2090,13140,490,360,1350,2200,40,63180,SA
May-2018,2770,1060,2240,1920,5230,600,190,50,50,140,60,1090,9910,500,430,1230,2150,70,59690,SA
Jun-2018,2920,850,1800,1700,4350,1180,160,60,40,140,130,1700,9500,430,350,1030,1810,50,54930,SA
Jul-2018,2690,780,2270,2440,5490,4610,320,1140,60,150,410,6690,11830,570,280,870,1730,50,75040,SA
Aug-2018,2260,1010,2150,2060,5220,1680,160,30,150,80,150,2250,12470,600,300,910,1820,10,65030,SA
Sep-2018,2870,1120,1890,2130,5140,1160,190,30,60,140,110,1690,12440,530,550,1060,2140,70,66340,SA
Oct-2018,3870,770,1980,2550,5300,1450,190,360,100,110,50,2260,12750,510,480,1310,2280,50,73170,SA
Nov-2018,3400,960,1970,2040,4970,760,170,30,40,90,50,1140,18230,400,480,1130,2020,50,63850,SA
